order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,expected_delivery_time,delivery_partner_id
8685,368,263,Tandoori Chicken,2024-02-21 22:24:17,2024-02-21 23:51:17,Successful,800.58,4,"35/91
Ramachandran, Madurai 431133",2024-02-21 22:57:17,260
8686,279,213,Paneer Tikka,2024-09-17 05:15:34,2024-09-17 06:18:34,Successful,806.82,4,"33/483, Sanghvi Nagar
Jamnagar 589779",2024-09-17 05:40:34,436
8687,82,266,Dal Makhani,2024-02-27 20:29:47,2024-02-27 21:33:47,Successful,520.03,2,"02, Korpal Street
Dehradun-575119",2024-02-27 20:57:47,266
8688,259,152,Butter Chicken,2024-06-27 19:04:58,2024-06-27 20:44:58,Successful,444.91,5,"29/825
Hayre Nagar, Pali-869533",2024-06-27 19:40:58,448
8689,57,232,Paneer Tikka,2024-08-25 15:41:00,2024-08-25 17:17:00,Successful,719.48,2,"51/99
Virk Street, Guwahati 287733",2024-08-25 16:18:00,25
8690,24,300,Dosa,2024-04-17 05:57:31,2024-04-17 07:04:31,Successful,846.56,4,"H.No. 37, Mangat Road, Latur 009117",2024-04-17 06:36:31,184
8691,228,56,Biryani,2024-02-16 13:23:52,2024-02-16 14:16:52,Successful,994.11,1,"19/089
Korpal Marg, Bhilai 139213",2024-02-16 13:59:52,126
8692,304,107,Pav Bhaji,2024-08-03 17:49:43,2024-08-03 19:48:43,Successful,227.47,4,"64, Bhagat Zila
Amroha-155522",2024-08-03 18:21:43,442
8693,254,117,Butter Chicken,2024-05-26 06:43:39,2024-05-26 07:44:39,Successful,727.41,2,"16/08
Dhillon Path, Madurai 059617",2024-05-26 07:18:39,84
8694,31,201,Chole Bhature,2024-07-03 03:13:20,2024-07-03 05:12:20,Successful,179.37,2,"H.No. 575
Vig Chowk
Loni 556369",2024-07-03 03:42:20,242
8695,492,75,Dosa,2024-02-28 20:05:56,2024-02-28 21:27:56,Successful,392.05,5,"500, Karpe Road
Miryalaguda 203419",2024-02-28 20:35:56,218
8696,11,10,Pav Bhaji,2024-01-12 09:17:13,2024-01-12 10:51:13,Successful,198.1,3,"74/72, Bora Ganj, Siliguri 692677",2024-01-12 09:46:13,476
8697,144,200,Tandoori Chicken,2024-06-20 13:39:38,2024-06-20 14:10:38,Successful,355.98,5,"H.No. 20, Dhingra Path
Nizamabad 388420",2024-06-20 14:04:38,390
8698,231,83,Pav Bhaji,2024-01-02 22:50:31,2024-01-03 00:05:31,Successful,914.93,2,"912, Choudhry Chowk
Jalna 620583",2024-01-02 23:30:31,499
8699,43,175,Pav Bhaji,2024-06-28 00:22:37,2024-06-28 01:30:37,Successful,424.07,5,"62/99
Amble Path, Tirunelveli-659037",2024-06-28 00:53:37,338
8700,138,110,Tandoori Chicken,2024-08-27 20:12:42,2024-08-27 21:20:42,Successful,327.67,5,"H.No. 459, Sura Path, Ichalkaranji-144853",2024-08-27 20:49:42,146
8701,7,253,Biryani,2024-02-04 07:15:39,2024-02-04 07:42:39,Successful,714.28,3,"36, Kulkarni Street, Madanapalle 501956",2024-02-04 07:39:39,391
8702,89,29,Biryani,2024-06-12 20:20:53,2024-06-12 22:12:53,Successful,909.25,3,"H.No. 718, Aurora Nagar
Mehsana 229185",2024-06-12 20:59:53,92
8703,425,205,Pav Bhaji,2024-04-15 18:01:54,2024-04-15 18:43:54,Successful,611.56,3,"H.No. 148
Kala Path
Nandyal 554142",2024-04-15 18:22:54,315
8704,321,131,Pav Bhaji,2024-06-28 21:32:52,2024-06-28 21:52:52,Successful,166.09,1,"H.No. 892, Sant Road
Kavali 164413",2024-06-28 21:52:52,402
8705,266,102,Chole Bhature,2024-05-31 14:52:53,2024-05-31 16:25:53,Successful,119.21,5,"H.No. 182
Kanda Marg, Bhilwara 711878",2024-05-31 15:22:53,17
8706,408,52,Pav Bhaji,2024-06-02 11:02:22,2024-06-02 11:51:22,Successful,476.45,3,"H.No. 44, Kadakia Marg
Tirunelveli 826458",2024-06-02 11:25:22,271
8707,123,29,Biryani,2024-08-22 10:04:07,2024-08-22 11:11:07,Cancelled,338.3,5,"79/489, Sanghvi Nagar
Siliguri-808648",2024-08-22 10:42:07,256
8708,5,20,Dal Makhani,2024-07-15 19:33:41,2024-07-15 21:13:41,Successful,217.41,4,"H.No. 601
Sethi Road
Rourkela 220953",2024-07-15 20:00:41,33
8709,261,214,Paneer Tikka,2024-01-07 19:56:31,2024-01-07 21:42:31,Successful,933.45,5,"H.No. 22, Basak Street, Ramgarh 902526",2024-01-07 20:29:31,156
8710,254,24,Biryani,2024-04-05 12:08:49,2024-04-05 12:39:49,Successful,660.38,2,"H.No. 659, Desai Circle, Ongole 788758",2024-04-05 12:44:49,381
8711,439,227,Dal Makhani,2024-05-01 07:34:36,2024-05-01 07:56:36,Successful,213.94,2,"H.No. 24
Sahota Marg
Gurgaon-389818",2024-05-01 07:54:36,499
8712,395,199,Chole Bhature,2024-01-02 14:51:17,2024-01-02 16:23:17,Successful,485.55,3,"73/81, Kulkarni Nagar
Bongaigaon-794581",2024-01-02 15:17:17,317
8713,291,101,Chole Bhature,2024-05-11 11:21:47,2024-05-11 13:21:47,Cancelled,458.87,1,"49
Apte Zila
Erode 934643",2024-05-11 11:46:47,200
8714,38,32,Pav Bhaji,2024-07-21 10:10:20,2024-07-21 11:02:20,Successful,428.26,2,"48/527
Tank Nagar, Bhind-528804",2024-07-21 10:33:20,58
8715,244,131,Dosa,2024-07-08 16:55:36,2024-07-08 18:36:36,Successful,118.1,3,"H.No. 698
Sandhu Ganj, Dharmavaram 407662",2024-07-08 17:33:36,434
8716,51,269,Butter Chicken,2024-04-08 03:07:33,2024-04-08 05:03:33,Successful,650.29,1,"338, Goel Road
Gwalior-216466",2024-04-08 03:29:33,257
8717,93,227,Tandoori Chicken,2024-08-25 01:38:25,2024-08-25 03:21:25,Successful,969.21,2,"53, Srinivas Road, Katni 226152",2024-08-25 02:16:25,200
8718,243,216,Butter Chicken,2024-07-17 03:02:42,2024-07-17 04:51:42,Successful,985.98,2,"59/98, Dara Ganj, Raurkela Industrial Township 026001",2024-07-17 03:23:42,446
8719,50,198,Biryani,2024-05-21 14:35:14,2024-05-21 15:36:14,Successful,605.7,2,"703
Goel Chowk
Ballia 683282",2024-05-21 15:01:14,264
8720,185,157,Pav Bhaji,2024-01-09 03:49:36,2024-01-09 05:29:36,Successful,501.07,2,"297, Lall, Aurangabad-572805",2024-01-09 04:20:36,415
8721,134,49,Dal Makhani,2024-03-27 22:41:02,2024-03-27 23:44:02,Successful,308.65,5,"398, Khurana
Sambalpur 652138",2024-03-27 23:21:02,272
8722,487,282,Pav Bhaji,2024-03-18 22:21:09,2024-03-18 22:44:09,Successful,646.0,5,"748
Jain Road, Hubli–Dharwad-591760",2024-03-18 22:52:09,348
8723,398,167,Dal Makhani,2024-07-26 21:52:12,2024-07-26 22:55:12,Successful,672.42,4,"39, Deol Chowk, Ajmer-007745",2024-07-26 22:26:12,283
8724,103,119,Dal Makhani,2024-04-26 04:09:24,2024-04-26 06:01:24,Successful,749.9,2,"24/89
Ramaswamy Zila
Miryalaguda 484433",2024-04-26 04:39:24,88
8725,168,192,Pav Bhaji,2024-09-13 13:44:21,2024-09-13 15:17:21,Successful,947.09,5,"74, Karan Path
Kollam-547231",2024-09-13 14:19:21,148
8726,451,295,Pav Bhaji,2024-06-11 08:50:17,2024-06-11 10:20:17,Cancelled,275.16,5,"22
Som Nagar, Bettiah-743544",2024-06-11 09:12:17,199
8727,448,26,Butter Chicken,2024-01-19 21:55:14,2024-01-19 23:41:14,Successful,176.72,5,"811, Bail Chowk, Jamshedpur 001885",2024-01-19 22:31:14,376
8728,323,70,Dal Makhani,2024-02-08 09:15:12,2024-02-08 10:35:12,Cancelled,376.31,3,"H.No. 60, Thaman Road, Malda-612614",2024-02-08 09:39:12,400
8729,289,263,Aloo Paratha,2024-09-08 04:34:47,2024-09-08 05:02:47,Successful,773.91,5,"15/498, Batta Circle, Sangli-Miraj & Kupwad-172706",2024-09-08 05:14:47,72
8730,213,180,Pav Bhaji,2024-03-08 12:30:11,2024-03-08 13:43:11,Successful,200.32,3,"35/17
Keer Path, Guna-495792",2024-03-08 12:53:11,215
8731,152,289,Biryani,2024-02-28 14:37:05,2024-02-28 16:34:05,Successful,214.19,4,"52/679
Baral Marg, Guna 884176",2024-02-28 15:13:05,388
8732,349,13,Biryani,2024-04-23 14:23:25,2024-04-23 15:33:25,Cancelled,614.46,5,"30/272
Kant Path, Jammu 842089",2024-04-23 14:50:25,384
8733,290,14,Tandoori Chicken,2024-08-04 13:33:18,2024-08-04 15:22:18,Successful,911.58,1,"H.No. 807, Gupta Street, Gurgaon-512707",2024-08-04 14:08:18,393
8734,258,5,Paneer Tikka,2024-05-03 03:51:44,2024-05-03 05:09:44,Cancelled,116.66,2,"78, Sehgal Marg, Jamshedpur 996674",2024-05-03 04:31:44,273
8735,186,240,Samosa,2024-02-17 23:03:27,2024-02-17 23:33:27,Successful,811.12,3,"65/35, Varughese Zila, Dhanbad-200064",2024-02-17 23:37:27,472
8736,30,176,Paneer Tikka,2024-04-14 20:17:16,2024-04-14 21:09:16,Successful,567.07,1,"H.No. 36
Gole Path
Kollam 398651",2024-04-14 20:57:16,209
8737,237,163,Tandoori Chicken,2024-03-23 21:47:59,2024-03-23 23:42:59,Successful,281.38,1,"26/810
Sabharwal Marg
Haridwar 989254",2024-03-23 22:16:59,242
8738,229,121,Aloo Paratha,2024-03-21 06:26:17,2024-03-21 06:56:17,Successful,983.8,5,"55/10, Brar Nagar
Yamunanagar-045955",2024-03-21 06:56:17,42
8739,60,256,Aloo Paratha,2024-08-19 12:30:59,2024-08-19 14:24:59,Successful,758.08,4,"H.No. 42, Lad Zila
Kumbakonam 072102",2024-08-19 13:04:59,375
8740,440,188,Tandoori Chicken,2024-05-12 09:29:07,2024-05-12 10:09:07,Successful,430.2,3,"41
Vyas Road, Karaikudi-055070",2024-05-12 09:56:07,236
8741,307,62,Butter Chicken,2024-08-18 03:09:03,2024-08-18 04:52:03,Successful,484.05,1,"63/62
Ahuja Street
Nagpur 067314",2024-08-18 03:34:03,257
8742,301,205,Pav Bhaji,2024-04-05 17:19:50,2024-04-05 18:48:50,Successful,928.82,1,"635
Hari Marg, Rajkot 075342",2024-04-05 17:50:50,104
8743,440,86,Chole Bhature,2024-03-16 10:30:32,2024-03-16 11:58:32,Successful,904.64,3,"714
Bobal Circle
Srikakulam-200634",2024-03-16 11:05:32,255
8744,343,217,Samosa,2024-03-31 20:27:15,2024-03-31 20:59:15,Cancelled,714.28,5,"081, Sunder Chowk
Rajkot-153569",2024-03-31 20:59:15,430
8745,232,23,Paneer Tikka,2024-04-15 01:32:04,2024-04-15 02:31:04,Successful,703.68,4,"814, Balan Ganj, Malegaon 445763",2024-04-15 02:05:04,184
8746,362,226,Samosa,2024-08-15 18:07:53,2024-08-15 19:49:53,Successful,808.41,5,"52
Srivastava Street
Latur 590116",2024-08-15 18:39:53,223
8747,257,296,Dal Makhani,2024-03-02 00:43:07,2024-03-02 01:34:07,Successful,922.24,3,"34, Dewan Ganj, Tezpur 186401",2024-03-02 01:21:07,4
8748,257,93,Biryani,2024-05-02 18:03:40,2024-05-02 18:36:40,Successful,997.71,3,"H.No. 544, Gulati
Aligarh-249043",2024-05-02 18:34:40,445
8749,380,146,Samosa,2024-02-20 11:18:21,2024-02-20 13:10:21,Successful,718.1,2,"041, Balay Path, Ramgarh 079178",2024-02-20 11:42:21,31
8750,46,18,Aloo Paratha,2024-06-02 06:37:43,2024-06-02 08:02:43,Successful,518.81,1,"43/159, Chakrabarti Street, Maheshtala-312538",2024-06-02 07:04:43,129
8751,256,140,Biryani,2024-09-06 17:26:39,2024-09-06 18:25:39,Successful,974.36,3,"95, Kala Road, Bihar Sharif 008221",2024-09-06 17:49:39,416
8752,210,225,Tandoori Chicken,2024-03-08 14:05:18,2024-03-08 15:54:18,Successful,778.52,3,"H.No. 978
Contractor Marg, Agra-062732",2024-03-08 14:25:18,246
8753,9,289,Biryani,2024-02-18 19:23:48,2024-02-18 20:39:48,Successful,762.71,3,"30/83, Rao Circle
Bangalore-533020",2024-02-18 19:45:48,303
8754,129,250,Samosa,2024-09-10 10:18:54,2024-09-10 10:39:54,Successful,743.97,5,"H.No. 74, Choudhary Street, Etawah 457638",2024-09-10 10:42:54,39
8755,217,183,Tandoori Chicken,2024-06-26 12:50:57,2024-06-26 14:28:57,Successful,455.94,5,"H.No. 415
Anne Marg, Eluru-336857",2024-06-26 13:15:57,216
8756,406,134,Samosa,2024-06-16 17:04:11,2024-06-16 18:47:11,Successful,489.74,4,"04/24
Mangal Chowk
Saharanpur 195667",2024-06-16 17:35:11,412
8757,427,247,Pav Bhaji,2024-03-21 01:49:00,2024-03-21 03:00:00,Successful,464.51,1,"H.No. 11, Vora Chowk, Madanapalle 695416",2024-03-21 02:29:00,215
8758,368,9,Dal Makhani,2024-06-06 15:53:42,2024-06-06 16:26:42,Successful,872.33,1,"848, Das Nagar
Ramagundam-089909",2024-06-06 16:23:42,379
8759,215,132,Biryani,2024-09-12 15:27:10,2024-09-12 16:41:10,Successful,388.01,5,"47
Kunda, Ludhiana 549089",2024-09-12 16:03:10,269
8760,230,117,Paneer Tikka,2024-05-29 04:23:56,2024-05-29 05:51:56,Successful,803.02,5,"094
Issac Chowk, Secunderabad-338337",2024-05-29 05:03:56,330
8761,418,9,Samosa,2024-05-04 13:37:12,2024-05-04 14:59:12,Cancelled,149.42,1,"H.No. 30, Tank Street, Nagaon 515967",2024-05-04 14:09:12,1
8762,306,287,Aloo Paratha,2024-08-24 15:31:29,2024-08-24 16:25:29,Successful,161.18,4,"02/211
Chander, Alwar-786516",2024-08-24 16:09:29,332
8763,476,137,Pav Bhaji,2024-09-14 22:26:15,2024-09-14 23:41:15,Cancelled,933.42,5,"H.No. 791, Dutta Street
Pali 446402",2024-09-14 22:53:15,391
8764,246,62,Tandoori Chicken,2024-02-21 12:42:17,2024-02-21 13:09:17,Successful,130.77,5,"H.No. 594, Kakar Ganj, Kavali 876821",2024-02-21 13:05:17,29
8765,288,195,Butter Chicken,2024-02-11 22:23:52,2024-02-11 23:40:52,Successful,418.15,4,"91
Aurora Street, Eluru 379966",2024-02-11 22:44:52,421
8766,368,134,Chole Bhature,2024-02-22 02:56:55,2024-02-22 04:55:55,Cancelled,376.47,3,"86/66
Kala Marg
Chandrapur-181141",2024-02-22 03:27:55,497
8767,104,270,Paneer Tikka,2024-06-21 09:46:28,2024-06-21 11:41:28,Successful,982.98,1,"H.No. 76
Badami Ganj
Satna-586113",2024-06-21 10:25:28,74
8768,348,108,Paneer Tikka,2024-01-25 00:25:33,2024-01-25 01:46:33,Successful,550.2,3,"H.No. 57, Badal Street
Kavali-652790",2024-01-25 01:00:33,20
8769,495,293,Dal Makhani,2024-07-22 21:12:01,2024-07-22 21:46:01,Successful,192.31,3,"H.No. 73, Gupta Chowk, Amroha 980042",2024-07-22 21:43:01,264
8770,490,207,Biryani,2024-01-07 01:49:52,2024-01-07 03:37:52,Successful,518.52,5,"H.No. 732
Choudhury Street, Imphal-800819",2024-01-07 02:18:52,233
8771,365,262,Dal Makhani,2024-03-13 23:06:01,2024-03-13 23:39:01,Successful,671.89,1,"973
Bose Zila
Guntur-334992",2024-03-13 23:27:01,7
8772,142,130,Aloo Paratha,2024-06-08 17:32:36,2024-06-08 18:00:36,Successful,225.83,3,"31
Anand, Tirunelveli-666442",2024-06-08 17:58:36,341
8773,24,157,Samosa,2024-03-27 02:52:07,2024-03-27 04:27:07,Successful,371.43,1,"H.No. 55
De Zila
Karawal Nagar-802907",2024-03-27 03:16:07,408
8774,390,23,Chole Bhature,2024-09-06 14:38:15,2024-09-06 15:46:15,Successful,730.3,2,"H.No. 73
Guha Ganj, Thanjavur-811462",2024-09-06 15:10:15,159
8775,150,62,Chole Bhature,2024-04-03 11:31:18,2024-04-03 13:05:18,Successful,938.07,3,"H.No. 13, Shah Ganj, Adoni-419805",2024-04-03 11:58:18,73
8776,190,141,Paneer Tikka,2024-03-21 13:24:06,2024-03-21 14:54:06,Successful,494.39,1,"H.No. 425
Barad Ganj, Bhiwandi 503553",2024-03-21 14:00:06,379
8777,403,113,Butter Chicken,2024-08-03 17:44:00,2024-08-03 18:34:00,Successful,478.22,3,"10/81, Yohannan Zila, Noida 961894",2024-08-03 18:19:00,376
8778,81,125,Samosa,2024-07-01 20:34:44,2024-07-01 21:15:44,Successful,135.12,1,"H.No. 713, Mander Ganj, Guna 821101",2024-07-01 21:13:44,296
8779,330,142,Pav Bhaji,2024-01-28 23:43:32,2024-01-29 01:35:32,Successful,225.8,1,"28/54
Ahluwalia Nagar, Loni-254708",2024-01-29 00:17:32,424
8780,498,144,Aloo Paratha,2024-08-16 03:35:11,2024-08-16 04:08:11,Cancelled,787.21,4,"203, Issac Path, Mirzapur-085299",2024-08-16 04:14:11,132
8781,273,216,Tandoori Chicken,2024-07-11 12:34:46,2024-07-11 14:15:46,Cancelled,952.21,1,"66, Shankar Ganj, Mango-409432",2024-07-11 13:03:46,98
8782,251,60,Pav Bhaji,2024-06-29 20:35:31,2024-06-29 21:20:31,Successful,363.19,3,"H.No. 63
Basak Chowk
Amroha-692861",2024-06-29 21:02:31,345
8783,494,60,Tandoori Chicken,2024-01-09 18:05:29,2024-01-09 20:00:29,Successful,991.44,4,"H.No. 59, Bera Ganj, Sri Ganganagar-002024",2024-01-09 18:30:29,53
8784,19,159,Dal Makhani,2024-08-04 17:26:12,2024-08-04 19:05:12,Cancelled,960.33,1,"83
Kalita Marg
Nagpur-740131",2024-08-04 17:52:12,442
8785,446,169,Samosa,2024-01-22 12:55:28,2024-01-22 14:39:28,Successful,150.17,2,"H.No. 811, Rama Nagar, Saharsa-915578",2024-01-22 13:25:28,198
8786,433,129,Chole Bhature,2024-08-24 01:14:21,2024-08-24 02:49:21,Successful,941.67,4,"76, Kumer Zila, Vijayanagaram-374480",2024-08-24 01:47:21,80
8787,439,191,Butter Chicken,2024-01-08 07:26:42,2024-01-08 08:06:42,Cancelled,307.53,5,"933
Sibal Nagar
Ichalkaranji 010137",2024-01-08 07:54:42,277
8788,179,29,Aloo Paratha,2024-03-05 09:03:49,2024-03-05 11:02:49,Successful,133.76,5,"H.No. 678
Bahl Circle
Rajkot-225442",2024-03-05 09:39:49,388
8789,298,255,Biryani,2024-07-18 18:42:55,2024-07-18 20:33:55,Successful,380.48,1,"H.No. 916, Malhotra Street
Raiganj 387567",2024-07-18 19:10:55,450
8790,255,230,Dal Makhani,2024-04-05 13:52:34,2024-04-05 15:52:34,Cancelled,112.16,5,"36/410, Balakrishnan Zila
Pondicherry 955490",2024-04-05 14:30:34,238
8791,256,166,Paneer Tikka,2024-04-23 10:37:38,2024-04-23 11:56:38,Successful,157.96,4,"H.No. 13
De, Thane 291703",2024-04-23 10:57:38,292
8792,214,152,Dal Makhani,2024-05-14 14:09:15,2024-05-14 15:59:15,Successful,339.1,5,"80, Dyal Marg
Jalna-246199",2024-05-14 14:35:15,91
8793,490,112,Chole Bhature,2024-04-15 21:43:32,2024-04-15 23:10:32,Successful,360.68,2,"36/642, Comar Nagar
Miryalaguda-140393",2024-04-15 22:06:32,207
8794,426,138,Chole Bhature,2024-01-11 11:10:21,2024-01-11 12:03:21,Successful,757.85,5,"46/59
Rajagopal
Kumbakonam 800541",2024-01-11 11:43:21,286
8795,411,263,Biryani,2024-07-17 04:49:43,2024-07-17 05:37:43,Successful,410.35,5,"H.No. 709, Bakshi Chowk, Morena 440366",2024-07-17 05:17:43,124
8796,379,218,Biryani,2024-09-14 16:14:15,2024-09-14 17:19:15,Successful,693.8,4,"20/875, Chauhan Nagar
Morbi-027938",2024-09-14 16:44:15,185
8797,448,140,Biryani,2024-05-10 08:19:58,2024-05-10 09:05:58,Successful,995.92,4,"68/322
Gour Nagar, Vijayawada-506874",2024-05-10 08:45:58,420
8798,198,36,Butter Chicken,2024-08-08 16:36:10,2024-08-08 17:59:10,Successful,189.78,1,"H.No. 923, Dass Path, Ujjain 875831",2024-08-08 17:01:10,225
8799,293,278,Dal Makhani,2024-05-24 11:34:54,2024-05-24 13:29:54,Successful,975.62,1,"91/02, Wali, Shimoga-656894",2024-05-24 12:01:54,329
8800,87,47,Samosa,2024-09-10 03:56:58,2024-09-10 05:10:58,Successful,713.09,4,"213, Dua Path
Ujjain-192537",2024-09-10 04:32:58,344
8801,251,53,Biryani,2024-07-13 03:02:40,2024-07-13 04:35:40,Successful,385.29,3,"86, Mani Road
Fatehpur-541320",2024-07-13 03:28:40,375
8802,303,83,Aloo Paratha,2024-04-02 05:36:30,2024-04-02 06:43:30,Successful,887.22,4,"26
Gill Chowk, Jamalpur-192635",2024-04-02 05:59:30,480
8803,466,294,Tandoori Chicken,2024-08-06 23:42:24,2024-08-07 01:03:24,Successful,948.58,1,"H.No. 102, Kar
Rajkot-518786",2024-08-07 00:08:24,399
8804,14,16,Tandoori Chicken,2024-02-26 06:50:36,2024-02-26 07:25:36,Cancelled,258.52,2,"H.No. 64
Saran Path, Karaikudi-223519",2024-02-26 07:15:36,90
8805,299,56,Chole Bhature,2024-07-11 13:31:12,2024-07-11 14:53:12,Successful,199.09,4,"837, Dutt Chowk
Parbhani 801293",2024-07-11 13:52:12,352
8806,389,54,Chole Bhature,2024-04-29 16:08:51,2024-04-29 17:28:51,Successful,204.97,4,"78/368, Borah Marg
Shahjahanpur 601040",2024-04-29 16:42:51,83
8807,87,121,Dosa,2024-09-11 04:06:45,2024-09-11 05:56:45,Cancelled,980.8,5,"754, Kohli Street
Mirzapur 991509",2024-09-11 04:45:45,171
8808,459,197,Paneer Tikka,2024-06-10 21:35:50,2024-06-10 22:07:50,Successful,801.38,2,"H.No. 65
Som Nagar
Asansol 986683",2024-06-10 22:01:50,242
8809,480,138,Dal Makhani,2024-07-01 10:55:25,2024-07-01 12:43:25,Successful,272.0,3,"686, Srinivas Ganj
Bhalswa Jahangir Pur 047221",2024-07-01 11:25:25,465
8810,188,32,Tandoori Chicken,2024-05-25 19:17:19,2024-05-25 20:41:19,Cancelled,517.85,2,"381
Bail Chowk
Narasaraopet 522061",2024-05-25 19:46:19,493
8811,239,11,Aloo Paratha,2024-03-12 16:23:53,2024-03-12 18:15:53,Successful,869.83,1,"310
Lall Street
Junagadh 036516",2024-03-12 17:00:53,248
8812,434,117,Dal Makhani,2024-03-03 03:03:34,2024-03-03 03:30:34,Successful,836.03,1,"H.No. 07, Baral Zila, Begusarai 772568",2024-03-03 03:32:34,422
8813,32,65,Dal Makhani,2024-06-23 19:08:47,2024-06-23 20:26:47,Successful,774.95,4,"14/53
Luthra Marg
Ulhasnagar 060303",2024-06-23 19:35:47,417
8814,106,12,Dal Makhani,2024-04-05 02:53:25,2024-04-05 03:18:25,Successful,952.53,5,"17/31
Lal Circle, Guntakal-873258",2024-04-05 03:23:25,345
8815,143,102,Aloo Paratha,2024-08-16 01:35:02,2024-08-16 03:20:02,Successful,301.96,5,"845
Dayal Ganj
Bongaigaon-670438",2024-08-16 02:09:02,355
8816,441,249,Chole Bhature,2024-01-24 19:51:52,2024-01-24 20:17:52,Successful,112.34,5,"02
Chatterjee
Bharatpur-169583",2024-01-24 20:29:52,236
8817,143,116,Chole Bhature,2024-09-03 17:33:40,2024-09-03 17:53:40,Cancelled,194.43,4,"64
Arya Nagar, Delhi 012613",2024-09-03 17:53:40,161
8818,273,2,Pav Bhaji,2024-01-05 12:00:30,2024-01-05 13:40:30,Cancelled,288.85,4,"H.No. 24, Lala Road
Varanasi-146059",2024-01-05 12:30:30,119
8819,452,34,Dal Makhani,2024-08-15 08:32:56,2024-08-15 10:11:56,Successful,695.26,4,"H.No. 60
Gopal Nagar, Farrukhabad 343448",2024-08-15 09:11:56,481
8820,425,57,Aloo Paratha,2024-08-15 06:49:36,2024-08-15 07:17:36,Successful,155.19,3,"04/47
Virk Chowk
Karnal-414346",2024-08-15 07:09:36,188
8821,434,23,Dal Makhani,2024-07-08 03:59:02,2024-07-08 04:51:02,Successful,719.4,4,"37
Bath Path, Satna 430616",2024-07-08 04:30:02,68
8822,295,51,Tandoori Chicken,2024-09-08 21:59:16,2024-09-08 23:58:16,Successful,196.0,5,"H.No. 351, Walla Chowk
Siliguri-662999",2024-09-08 22:34:16,126
8823,30,120,Dal Makhani,2024-03-11 00:05:25,2024-03-11 01:08:25,Successful,604.35,1,"644
Comar Path, Panvel-335209",2024-03-11 00:38:25,32
8824,67,73,Paneer Tikka,2024-02-27 19:57:56,2024-02-27 21:32:56,Successful,913.0,2,"31/13
Sankaran Zila
Bhind 860777",2024-02-27 20:20:56,439
8825,152,151,Butter Chicken,2024-08-17 11:24:59,2024-08-17 12:49:59,Successful,179.55,2,"90/46
Shukla, Mumbai 243167",2024-08-17 12:03:59,49
8826,377,263,Chole Bhature,2024-01-10 13:54:38,2024-01-10 14:41:38,Successful,977.57,5,"66/11
Bali Zila
Thane 872897",2024-01-10 14:15:38,25
8827,31,131,Samosa,2024-04-07 04:27:38,2024-04-07 06:20:38,Successful,836.57,5,"447
Wali Circle
Agra-638736",2024-04-07 05:07:38,329
8828,162,106,Paneer Tikka,2024-03-21 00:39:11,2024-03-21 02:05:11,Cancelled,852.86,1,"29/151
Arya Marg, Hubli–Dharwad 564595",2024-03-21 01:18:11,422
8829,345,254,Biryani,2024-02-13 07:09:13,2024-02-13 07:39:13,Cancelled,811.06,3,"33/27, Dhar Path
Korba-826471",2024-02-13 07:38:13,62
8830,327,131,Tandoori Chicken,2024-09-12 04:41:58,2024-09-12 05:17:58,Successful,276.02,1,"78/63
Rajan
Munger 697006",2024-09-12 05:05:58,4
8831,158,140,Dosa,2024-08-12 22:24:01,2024-08-12 22:46:01,Cancelled,274.15,3,"333
Tandon, Nizamabad-408402",2024-08-12 22:49:01,426
8832,284,85,Aloo Paratha,2024-03-11 14:31:40,2024-03-11 16:16:40,Successful,458.63,3,"H.No. 298
Chad Path
Sri Ganganagar-723317",2024-03-11 15:06:40,50
8833,258,125,Tandoori Chicken,2024-06-28 14:20:56,2024-06-28 16:07:56,Successful,391.49,5,"12, Tella Marg, Gandhinagar 192952",2024-06-28 14:55:56,93
8834,336,46,Tandoori Chicken,2024-06-03 01:40:22,2024-06-03 03:20:22,Successful,371.69,2,"29/95, Rout Ganj, Patiala 002150",2024-06-03 02:08:22,455
8835,56,144,Tandoori Chicken,2024-06-14 15:45:42,2024-06-14 16:17:42,Successful,537.95,5,"338, Sant Road, Jaipur 699814",2024-06-14 16:15:42,320
8836,490,280,Pav Bhaji,2024-06-25 09:30:25,2024-06-25 09:55:25,Successful,588.5,4,"H.No. 987, Sabharwal Ganj, Phagwara-885055",2024-06-25 09:58:25,299
8837,364,35,Samosa,2024-08-31 03:09:53,2024-08-31 04:02:53,Successful,705.95,3,"H.No. 34, Goswami Marg, Lucknow-645240",2024-08-31 03:31:53,196
8838,200,223,Chole Bhature,2024-05-28 15:24:42,2024-05-28 16:20:42,Successful,792.81,1,"495, Chaudhry Nagar
Kamarhati 162349",2024-05-28 15:55:42,382
8839,229,40,Butter Chicken,2024-04-10 22:19:57,2024-04-10 23:10:57,Successful,350.37,2,"H.No. 052, Gala
Kanpur-651824",2024-04-10 22:41:57,406
8840,161,64,Chole Bhature,2024-07-23 15:57:09,2024-07-23 17:00:09,Successful,479.84,5,"92/64
Sami Street
Secunderabad 629857",2024-07-23 16:18:09,120
8841,433,140,Dosa,2024-04-01 11:27:00,2024-04-01 12:36:00,Cancelled,478.49,5,"80/34
Bains Circle, Kumbakonam-382829",2024-04-01 12:05:00,15
